artifact_id,phase,artifact_type,relative_path,source_role,evidence_layer,claim_supported,claim_status,replay_required,replay_command_or_na,hash_or_version,paper_target,unsupported_boundary
P6-0103,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__nominal__10.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:8c373d14dcc839f381960ad62b454391b8bd7a6af99b63cdb4115fc2af69c4d7,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0104,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__nominal__11.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:85c9dfdbc788fd84358eb19ab4e5a9938ded7d4d02d3fea89c4804480bf883af,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0105,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__open_fault__00.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:35cfa85b02b38a8635bdd76b470f5252994e199e359fee38d9b1a7cd558969f3,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0106,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__open_fault__01.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:be79bb17fb112b23c074644b17d9b7b0c27bda8b22bef094ab35f1e09a1e5a33,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0107,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__open_fault__02.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:76ffc6edc38a41d03f4f36534bb11b378698a2bff8506266eff98ae211c33034,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0108,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__open_fault__03.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:4aec88d9ea2e338f9bd100708ab720931184826c13ad1ca853b67eae3d459e0b,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0109,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__open_fault__04.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:ebdca6aed52b2ff3f415d0820337adf7bbb2e4fd89ba3ef871805289400566b8,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0110,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__open_fault__05.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:b26f348b87554064e6bc5d4385e2f78f3f3baada31ebbbcaf4558441e6c657fe,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0111,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__open_fault__06.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:1fb85fad12243d5917581f4daa0cbea0c37696ec8d1b4e3713b3e95de1c60b5c,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0112,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__open_fault__07.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:748ecd17fe3fd4ddd1d07e9f87628a0334d3eb6aba42f39aefbf2f02b70ff189,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0113,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__open_fault__08.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:db6694d03b3ec86e976f4f3f0bae57eb9d7cc5adf1f1ddf7ad2d1197b106f727,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0114,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__open_fault__09.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:74210401ec96930fc85ef79aab404863c6d27a2f41e1d82448e9cfb751f02fa8,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0115,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__open_fault__10.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:8339899edf2e929225cbea74e1184ec5e54a4707790ae91089504f2cd12f4b6d,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0116,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__open_fault__11.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:7a193ff2f770d52ef34d531caa4af141343fb3467719d5cadeff8a75b254b025,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0117,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__parametric_drift__00.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:eeb1870fe601498ab7baeafc134ffdd50acb78a43fd6ae8b5b1d83b7c8991f30,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0118,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__parametric_drift__01.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:91943992d6cd37d859d0812bcdc47085d073144da06ddc6e0fe1df730cec0d6d,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0119,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__parametric_drift__02.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:1b2abdd4ff4bbfdd8acd98650c7719331128a7efc0f224d3586de77569654bb3,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0120,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__parametric_drift__03.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:dbf2ce3b1202f9c154039f2c7d611d3fc136d6d77d58a8a49558d8fe5d3437f2,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0121,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__parametric_drift__04.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:5cf41e2096ec809caf9043ae4578458a9369d78361b64fb18655332dec62b379,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0122,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__parametric_drift__05.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:93af621375e24db651c2db6bae579069213befb03c704e14f9d0e4f7e8b4b476,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0123,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__parametric_drift__06.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:a7bd405538654deadb109967c097821a15eb059a5f383f67e4eb90092488d5b7,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0124,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__parametric_drift__07.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:ef6cd0010064d0897e8badbdb4bc5e57f6fcb1d9e729264d2a65f05cf0980e74,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0125,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__parametric_drift__08.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:0cea308a8133c09ff3dccb12898cdf61c933cb0136d356e3590f87877e9505e4,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
P6-0126,Phase6,spice_netlist,circuit_fault_bench_phase6_sci_readiness_upgrade/outputs/netlists/rc_lowpass_tran__parametric_drift__09.cir,generated_spice_netlist,L3_EXECUTED_ARTIFACT,CFB-P2-C01;CFB-P2-C03,DIRECT_EVIDENCE,NO_STAGE1_INDEX_ONLY,Existing output indexed; optional full rerun: python3 -m unittest discover -s tests ; python3 -m cfb6 build --out outputs ; python3 -m cfb6 package-release --pack outputs --out cfb6_release.zip ; python3 -m cfb6 acceptance --pack outputs --zip cfb6_release.zip --report outputs/final_acceptance_report.md,sha256:d19039b1bedc67718ca2af157ed71dd04f57533a55e83966e55f272e4c3f66f1,Paper2_EDA_Framework,"SPICE/ngspice evidence only; no hardware behavior, real-world diagnostic validity, exhaustive benchmark coverage, or SCI submission-readiness claim."
